Label,Message
ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! "
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
spam,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
ham,Whos this am in class:-)
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
ham,I can take you at like noon
ham,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...
ham,Aight should I just plan to come up later tonight?
ham,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,"Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her"
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
ham,Do you hide anythiing or keeping distance from me
ham,cool. We will have fun practicing making babies!
ham,Carry on not disturbing both of you
ham,Thank god they are in bed!
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
ham,Am surfing online store. For offers do you want to buy any thing.
ham,Aight sorry I take ten years to shower. What's the plan?
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
ham,What Today-sunday..sunday is holiday..so no work..
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
ham,No..but heard abt tat..
ham,Every monday..nxt week vl be completing..
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
ham,Discussed with your mother ah?
ham,Lol its ok I didn't remember til last nite
ham,Good Morning plz call me sir
ham,No da if you run that it activate the full version da.
ham,"Just dropped em off, omw back now"
ham,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham,Lol boo I was hoping for a laugh
ham,You said to me before i went back to bed that you can't sleep for anything.
ham,Dont pick up d call when something important is There to tell. Hrishi
ham,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
ham,Watching telugu movie..wat abt u?
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,I think u have the wrong number.
ham,"Ok omw now, you at castor?"
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance"
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,"I guess you could be as good an excuse as any, lol."
ham,yay! finally lol. i missed our cinema trip last week :-(
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,Ok thanx...
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,What you need. You have a person to give na.
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
ham,"They can try! They can get lost, in fact. Tee hee"
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Well. You know what i mean. Texting
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,Ü go home liao? Ask dad to pick me up at 6...
ham,They just talking thats it de. They wont any other.
ham,"Hurry up, I've been weed-deficient for like three days"
ham,"Sorry, I'll call later In meeting."
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
ham,"Jus chillaxin, what up"
ham,"whatever, im pretty pissed off."
ham,Who's there say hi to our drugdealer
ham,"Sorry, I'll call later in meeting"
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,Did u receive my msg?
ham,I will be outside office take all from there
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+"
ham,Oi when you gonna ring
ham,No. Thank you. You've been wonderful
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,Some are lasting as much as 2 hours. You might get lucky.
ham,Aiyo please ü got time meh.
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate "
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
ham,Ok...
ham,Ok i am on the way to railway
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,I will treasure every moment we spend together...
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
ham,Company is very good.environment is terrific and food is really nice:)
ham,Or I guess  &lt;#&gt;  min
ham,Do you work all this week ?
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G."
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
ham,I was slept that time.you there?
ham,How much did ur hdd casing cost.
ham,Ok pa. Nothing problem:-)
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
ham,Ok. No wahala. Just remember that a friend in need ...
ham,The hair cream has not been shipped.
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
ham,Hey i will be late ah... Meet you at 945+
ham,"Night night, see you tomorrow"
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;
ham,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
ham,"If i let you do this, i want you in the house by 8am."
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,No no. I will check all rooms befor activities
ham,"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt..."
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.
ham,Give me a sec to think think about it
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham,Am i that much dirty fellow?
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
ham,Im just wondering what your doing right now?
ham,I didnt get anything da
ham,"[…] anyway, many good evenings to u! s"
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,I absolutely LOVE South Park! I only recently started watching the office.
ham,Dude got a haircut. Now its breezy up there
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,How much i gave to you. Morning.
ham,I hope your pee burns tonite.
ham,I asked sen to come chennai and search for job.
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,Dont let studying stress you out. L8r.
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,What makes you most happy?
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
ham,"Sorry,in meeting I'll call later"
ham,Do u hav any frnd by name ashwini in ur college?
ham,I cant pick the phone right now. Pls send a message
ham,U can call now...
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,S....s...india going to draw the series after many years in south african soil..
ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit
ham,K.k..how is your sister kids?
ham,I am great princess! What are you thinking about me? :)
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
ham,Then mum's repent how?
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
ham,Is avatar supposed to have subtoitles
ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
ham,My friends use to call the same.
ham,Gimme a few was  &lt;#&gt;  minutes ago
ham,I am great! How are you?
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
ham,I am in tirupur.  call you da.
ham,Nope. Meanwhile she talk say make i greet you.
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,"Cool, want me to go to kappa or should I meet you outside mu"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Which is weird because I know I had it at one point
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
spam,You have 1 new message. Please call 08715205273
ham,I wont touch you with out your permission.
ham,Is that on the telly? No its Brdget Jones!
ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,Do u noe wat time e place dat sells 4d closes?
ham,So wat's da decision?
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,Shall call now dear having food
ham,Have you always been saying welp?
ham,Yes i thought so. Thanks.
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,I know she called me
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876"
ham,Ok...
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
ham,"Nope. Since ayo travelled, he has forgotten his guy"
ham,Lmao!nice 1
ham,Am also doing in cbe only. But have to pay.
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
ham,The bus leaves at  &lt;#&gt; 
ham,S'fine. Anytime. All the best with it.
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Why i come in between you people
ham,Then u going ikea str aft dat?
ham,Boooo you always work. Just quit.
ham,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,Genius what's up. How your brother. Pls send his number to my skype.
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
ham,645
ham,I've been trying to reach him without success
ham,Send me your id and password
ham,K da:)how many page you want?
ham,"Nah, I'm a perpetual DD"
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
ham,I'm coming home 4 dinner.
ham,Oh k :)why you got job then whats up?
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
ham,Can you do a mag meeting this avo at some point?
ham,K k :-):-) then watch some films.
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
ham,Thanks for ve lovely wisheds. You rock
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
ham,Are you comingdown later?
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
ham,"I didnt get ur full msg..sometext is missing, send it again"
ham,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
ham,Also where's the piece
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
ham,Sorry. || mail? || 
ham,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
ham,Today am going to college so am not able to atten the class.
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
ham,Ok which your another number
ham,"You aren't coming home between class, right? I need to work out and shower!"
ham,Tell dear what happen to you. Why you talking to me like an alian
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
ham,Oh k...i'm watching here:)
ham,Sir send to group mail check it.
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,"Its good, we'll find a way"
ham,Wow v v impressed. Have funs shopping!
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
ham,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; 
ham,We're finally ready fyi
ham,Yeah. I got a list with only u and Joanna if I'm feeling really anti social
ham,And pls pls drink plenty plenty water
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
ham,Excellent! Wish we were together right now!
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
ham,Heehee that was so funny tho
ham,Ü give me some time to walk there.
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
ham,Easy ah?sen got selected means its good..
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
ham,Then wat r u doing now? Busy wif work?
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
ham,Can you use foreign stamps for whatever you send them off for? 
ham,I'm in inside office..still filling forms.don know when they leave me.
ham,Are you this much buzy
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
ham,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
ham,I am on the way to ur home
ham,Sorry that was my uncle. I.ll keep in touch
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,For fear of fainting with the of all that housework you just did? Quick have a cuppa
ham,Am going to take bath ill place the key in window:-)
ham,Just wait till end of march when el nino gets himself. Oh.
ham,Aight what time you want me to come up?
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
ham,What does the dance river do?
ham,No she didnt. I will search online and let you know.
ham,Now? I'm going out 4 dinner soon..
ham,I can't describe how lucky you are that I'm actually awake by noon
ham,"Carlos took a while (again), we leave in a minute"
ham,"Alright omw, gotta change my order to a half8th"
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
ham,Yo guess what I just dropped
ham,Ok
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,It has issues right now. Ill fix for her by tomorrow.
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
ham,U sure u can't take any sick time?
ham,Ok...
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x"
ham,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous
ham,No..jst change tat only..
ham,COME BACK TO TAMPA FFFFUUUUUUU
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,Do we have any spare power supplies
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
ham,K...k...yesterday i was in cbe .
ham,I think the other two still need to get cash but we can def be ready by 9
ham,Except theres a chick with huge boobs.
ham,Where to get those?
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.
ham,Don know. I did't msg him recently.
ham,Gudnite....tc...practice going on
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,Gd luck 4 ur exams :-)
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
ham,Going to join tomorrow.
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,When/where do I pick you up
ham,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
ham,K.:)you are the only girl waiting in reception ah?
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
ham,S:)but he had some luck.2 catches put down:)
ham,Wat r u doing?
ham,… and don‘t worry we‘ll have finished by march … ish!
ham,Wanna do some art?! :D
ham,"Yeah I am, so I'll leave maybe 7ish?"
ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night...."
ham,Hey leave it. not a big deal:-) take care.
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,Hi its in durban are you still on this number
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.
ham,Delhi and chennai still silent.
ham,Good night. Am going to sleep.
ham,What * u wearing?
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
ham,PICK UR FONE UP NOW U DUMB?
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
spam,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB
ham,No prob. I will send to your email.
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent."
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
spam,FreeMsg>FAV XMAS TONES!Reply REAL
ham,No calls..messages..missed calls
ham,I'm leaving my house now...
ham,What should i eat fo lunch senor
ham,"Sorry pa, i dont knw who ru pa?"
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,R ü going 4 today's meeting?
ham,Are u coming to the funeral home
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
ham,No one interested. May be some business plan.
ham,Bring tat cd don forget
